School District,City,County,State
Tri-Valley Local School District,Dresden,Muskingum,Ohio
Tri-Village Local School District,New Madison,Darke,Ohio
Triway Local School District,Wooster,Wayne,Ohio
Trotwood-Madison City School District,Trotwood,Montgomery,Ohio
Troy City School District,Troy,Miami,Ohio
Tuscarawas Valley Local School District,Zoarville,Tuscarawas,Ohio
Tuslaw Local School District,Massillon,Stark,Ohio
Twinsburg City School District,Twinsburg,Summit,Ohio
Twin Valley Community Local School District,West Alexandria,Preble,Ohio
Union Local School District,Belmont,Belmont,Ohio
Union-Scioto Local School District,Chillicothe,Ross,Ohio
United Local School District,Hanoverton,Columbiana,Ohio
Upper Arlington City School District,Upper Arlington,Franklin,Ohio
Upper Sandusky Exempted Village School District,Upper Sandusky,Wyandot,Ohio
Upper Scioto Valley Local School District,McGuffey,Hardin,Ohio
Urbana City School District,Urbana,Champaign,Ohio
Valley Local School District,Lucasville,Scioto,Ohio
Valley View Local School District,Farmersville,Montgomery,Ohio
Van Buren Local School District,Van Buren,Hancock,Ohio
Vandalia-Butler City School District,Vandalia,Montgomery,Ohio
Vanlue Local School District,Vanlue,Hancock,Ohio
Van Wert City School District,Van Wert,Van Wert,Ohio
Vermilion Local School District,Vermilion,Erie,Ohio
Versailles Exempted Village School District,Versailles,Darke,Ohio
Vinton County Local School District,McArthur,Vinton,Ohio
Wadsworth City School District,Wadsworth,Medina,Ohio
Walnut Township Local School District,Pickerington,Fairfield,Ohio
Wapakoneta City School District,Wapakoneta,Auglaize,Ohio
Warren City School District,Warren,Trumbull,Ohio
Warren Local School District,Vincent,Washington,Ohio
Warrensville Heights City School District,Warrensville Heights,Cuyahoga,Ohio
Washington Court House City School District,Washington Court House,Fayette,Ohio
Washington Local School District,Toledo,Lucas,Ohio
Washington-Nile Local School District,West Portsmouth,Scioto,Ohio
Waterloo Local School District,Atwater,Portage,Ohio
Wauseon Exempted Village School District,Wauseon,Fulton,Ohio
Waverly City School District,Waverly,Pike,Ohio
Waynedale Local Schools,Apple Creek,Wayne,Ohio
Wayne Local School District,Waynesville,Warren,Ohio
Waynesfield-Goshen Local School District,Waynesfield,Auglaize,Ohio
Wayne Trace Local School District,Haviland,Paulding,Ohio
Weathersfield Local School District,Mineral Ridge,Trumbull,Ohio
Wellington Exempted Village School District,Wellington,Lorain,Ohio
Wellston City School District,Wellston,Jackson,Ohio
Wellsville Local School District,Wellsville,Columbiana,Ohio
West Branch Local School District,Beloit,Mahoning,Ohio
West Carrollton City School District,West Carrollton,Montgomery,Ohio
West Clermont Local School District,Batavia,Clermont,Ohio
Western Brown Local School District,Mount Orab,Brown,Ohio
Western Local School District,Latham,Pike,Ohio
Western Reserve Local School District,Berlin Center,Mahoning,Ohio
Western Reserve Local School District,Collins,Huron,Ohio
Westerville City School District,Westerville,Franklin / Delaware,Ohio
Westfall Local School District,Williamsport,Pickaway,Ohio
West Geauga Local School District,Chesterland,Geauga,Ohio
West Holmes Local School District,Millersburg,Holmes,Ohio
Westlake City School District,Westlake,Cuyahoga,Ohio
West Liberty-Salem Local School District,West Liberty,Logan,Ohio
West Muskingum Local School District,Zanesville,Muskingum,Ohio
Wheelersburg Local School District,Wheelersburg,Scioto,Ohio
Whitehall City School District,Whitehall,Franklin,Ohio
Wickliffe City School District,Wickliffe,Lake,Ohio
Willard City School District,Willard,Huron,Ohio
Williamsburg Local School District,Williamsburg,Clermont,Ohio
Willoughby-Eastlake City School District,Willoughby,Lake,Ohio
Wilmington City School District,Wilmington,Clinton,Ohio
Windham Exempted Village School District,Windham,Portage,Ohio
Winton Woods City School District,Cincinnati,Hamilton,Ohio
Wolf Creek Local School District,Waterford,Washington,Ohio
Woodmore Local School District,Elmore,Ottawa,Ohio
Woodridge Local School District,Peninsula,Summit,Ohio
Wooster City School District,Wooster,Wayne,Ohio
Worthington Schools,Worthington,Franklin,Ohio
Wynford Local School District,Bucyrus,Crawford,Ohio
Wyoming City School District,Wyoming,Hamilton,Ohio
Xenia Community City School District,Xenia,Greene,Ohio
Yellow Springs Exempted Village School District,Yellow Springs,Greene,Ohio
Youngstown City School District,Youngstown,Mahoning,Ohio
Zanesville City School District,Zanesville,Muskingum,Ohio
Zane Trace Local School District,Chillicothe,Ross,Ohio
