School District,City,County,State
Seaford Union Free School District,Seaford,Nassau,New York
Seneca Falls Central School District,Seneca Falls,Seneca,New York
Sewanhaka Central High School District,Floral Park,Nassau,New York
Sharon Springs Central School District,Sharon Springs,Schoharie,New York
Shelter Island Union Free School District,Shelter Island,Suffolk,New York
Shenendehowa Central School District,Clifton Park,Saratoga,New York
Sherburne-Earlville Central School District,Sherburne,Chenango,New York
Sherman Central School District,Sherman,Chautauqua,New York
Shoreham-Wading River Central School District,Shoreham,Suffolk,New York
Sidney Central School District,Sidney,Delaware,New York
Silver Creek Central School District,Silver Creek,Chautauqua,New York
Skaneateles Central School District,Skaneateles,Onondaga,New York
Smithtown Central School District,Smithtown,Suffolk,New York
Sodus Central School District,Sodus,Wayne,New York
Solvay Union Free School District,Solvay,Onondaga,New York
Somers Central School District,Somers,Westchester,New York
Southampton Union Free School District,Southampton,Suffolk,New York
South Colonie Central School District,Albany,Albany,New York
South Country Central School District,Brookhaven,Suffolk,New York
Southern Cayuga Central School District,Aurora,Cayuga,New York
South Glens Falls Central School District,South Glens Falls,Saratoga,New York
South Huntington Union Free School District,Huntington Station,Suffolk,New York
South Jefferson Central School District,Adams,Jefferson,New York
South Kortright Central School District,South Kortright,Delaware,New York
South Lewis Central School District,Turin,Lewis,New York
Southold Union Free School District,Southold,Suffolk,New York
South Orangetown Central School District,Blauvelt,Rockland,New York
South Seneca Central School District,Ovid,Seneca,New York
Southwestern Central School District,Jamestown,Chautauqua,New York
Spackenkill Union Free School District,Poughkeepsie,Dutchess,New York
Spencerport Central School District,Spencerport,Monroe,New York
Spencer-Van Etten Central School District,Spencer,Tioga,New York
Springs Union Free School District,East Hampton,Suffolk,New York
Springville-Griffith Institute Central School District,Springville,Erie,New York
Stamford Central School District,Stamford,Delaware,New York
Starpoint Central School District,Lockport,Niagara,New York
Stillwater Central School District,Stillwater,Saratoga,New York
Stockbridge Valley Central School District,Munnsville,Madison,New York
St. Regis Falls Central School District,St. Regis Falls,Franklin,New York
Suffern Central School District,Suffern,Rockland,New York
Sullivan West Central School District,Lake Huntington,Sullivan,New York
Susquehanna Valley Central School District,Conklin,Broome,New York
Sweet Home Central School District,Amherst,Erie,New York
Syosset Central School District,Syosset,Nassau,New York
Syracuse City School District,Syracuse,Onondaga,New York
Taconic Hills Central School District,Craryville,Columbia,New York
Thousand Islands Central School District,Clayton,Jefferson,New York
Three Village Central School District,East Setauket,Suffolk,New York
Ticonderoga Central School District,Ticonderoga,Essex,New York
Tioga Central School District,Tioga Center,Tioga,New York
Tonawanda City School District,Tonawanda,Erie,New York
Town of Webb Union Free School District,Old Forge,Herkimer,New York
Tri-Valley Central School District,Grahamsville,Sullivan,New York
Troy City School District,Troy,Rensselaer,New York
Trumansburg Central School District,Trumansburg,Tompkins,New York
Tuckahoe Common School District,Southampton,Suffolk,New York
Tuckahoe Union Free School District,Tuckahoe,Westchester,New York
Tully Central School District,Tully,Onondaga,New York
Tupper Lake Central School District,Tupper Lake,Franklin,New York
Tuxedo Union Free School District,Tuxedo Park,Orange,New York
Unadilla Valley Central School District,New Berlin,Chenango,New York
Unatego Central School District,Otego,Otsego,New York
Uniondale Union Free School District,Uniondale,Nassau,New York
Union-Endicott Central School District,Endicott,Broome,New York
Union Free School District of the Tarrytowns,Tarrytown,Westchester,New York
Union Springs Central School District,Union Springs,Cayuga,New York
Utica City School District,Utica,Oneida,New York
Valhalla Union Free School District,Valhalla,Westchester,New York
Valley Central School District,Montgomery,Orange,New York
Valley Stream Central High School District,Valley Stream,Nassau,New York
Valley Stream Union Free School District 13,Valley Stream,Nassau,New York
Valley Stream Union Free School District 24,Valley Stream,Nassau,New York
Valley Stream Union Free School District 30,Valley Stream,Nassau,New York
Vernon-Verona-Sherrill Central School District,Verona,Oneida,New York
Vestal Central School District,Vestal,Broome,New York
Victor Central School District,Victor,Ontario,New York
Voorheesville Central School District,Voorheesville,Albany,New York
Wainscott Common School District,Wainscott,Suffolk,New York
Wallkill Central School District,Wallkill,Ulster,New York
Walton Central School District,Walton,Delaware,New York
Wantagh Union Free School District,Wantagh,Nassau,New York
Wappingers Central School District,Wappingers Falls,Dutchess,New York
Warrensburg Central School District,Warrensburg,Warren,New York
Warsaw Central School District,Warsaw,Wyoming,New York
Warwick Valley Central School District,Warwick,Orange,New York
Washingtonville Central School District,Washingtonville,Orange,New York
Waterford-Halfmoon Union Free School District,Waterford,Saratoga,New York
Waterloo Central School District,Waterloo,Seneca,New York
Watertown City School District,Watertown,Jefferson,New York
Waterville Central School District,Waterville,Oneida,New York
Watervliet City School District,Watervliet,Albany,New York
Watkins Glen Central School District,Watkins Glen,Schuyler,New York
Waverly Central School District,Waverly,Chemung,New York
Wayland-Cohocton Central School District,Wayland,Steuben,New York
Wayne Central School District,Ontario,Wayne,New York
Webster Central School District,Webster,Monroe,New York
Webutuck Central School District,Amenia,Dutchess,New York
Weedsport Central School District,Weedsport,Cayuga,New York
Wells Central School District,Wells,Hamilton,New York
Wellsville Central School District,Wellsville,Allegany,New York
West Babylon School District,West Babylon,Suffolk,New York
Westbury Union Free School District,Westbury,Nassau,New York
West Canada Valley Central School District,Newport,Herkimer,New York
Westfield Central School District,Westfield,Chautauqua,New York
West Genesee Central School District,Camillus,Onondaga,New York
Westhampton Beach Union Free School District,Westhampton Beach,Suffolk,New York
West Hempstead Union Free School District,West Hempstead,Nassau,New York
Westhill Central School District,Syracuse,Onondaga,New York
West Irondequoit Central School District,Irondequoit,Monroe,New York
West Islip Union Free School District,West Islip,Suffolk,New York
Westmoreland Central School District,Westmoreland,Oneida,New York
West Seneca Central School District,West Seneca,Erie,New York
West Valley Central School District,West Valley,Cattaraugus,New York
Wheatland-Chili Central School District,Scottsville,Monroe,New York
Wheelerville Union Free School District,Caroga Lake,Fulton,New York
Whitehall Central School District,Whitehall,Washington,New York
White Plains Public Schools,White Plains,Westchester,New York
Whitesboro Central School District,Whitesboro,Oneida,New York
Whitesville Central School District,Whitesville,Allegany,New York
Whitney Point Central School District,Whitney Point,Broome,New York
William Floyd School District,Mastic Beach,Suffolk,New York
Williamson Central School District,Williamson,Wayne,New York
Williamsville Central School District,Williamsville,Erie,New York
Willsboro Central School District,Willsboro,Essex,New York
Wilson Central School District,Wilson,Niagara,New York
Windham-Ashland-Jewett Central School District,Windham,Greene,New York
Windsor Central School District,Windsor,Broome,New York
Worcester Central School District,Worcester,Otsego,New York
Wyandanch Union Free School District,Wyandanch,Suffolk,New York
Wynantskill Union Free School District,Wynantskill,Rensselaer,New York
Wyoming Central School District,Wyoming,Wyoming,New York
Yonkers Public Schools,Yonkers,Westchester,New York
York Central School District,York,Livingston,New York
Yorkshire-Pioneer Central School District,Yorkshire,Cattaraugus,New York
Yorktown Central School District,Yorktown Heights,Westchester,New York
